"Food_Code","Food_Abbrev_Desc","Food_Desc"
24102020.00,"CHICKEN, NS PART, ROASTED/BROILED/BAKED, W/O SKIN","Chicken, NS as to part, roasted, broiled, or baked, skin not eaten"
24103000.00,"CHICKEN, STEWED, NS PART, NS SKIN","Chicken, NS as to part, stewed, NS as to skin eaten"
24103010.00,"CHICKEN, STEWED, NS PART, W/ SKIN","Chicken, NS as to part, stewed, skin eaten"
24103020.00,"CHICKEN, STEWED, NS PART, W/O SKIN","Chicken, NS as to part, stewed, skin not eaten"
24104000.00,"CHICKEN, FRIED, NO COATING, NS PART, NS SKIN","Chicken, NS as to part, fried, no coating, NS as to skin eaten"
24104010.00,"CHICKEN, FRIED, NO COATING, NS PART, W/ SKIN","Chicken, NS as to part, fried, no coating, skin eaten"
24104020.00,"CHICKEN, FRIED, NO COATING, NS PART, W/O SKIN","Chicken, NS as to part, fried, no coating, skin not eaten"
24105000.00,"CHICKEN, BONELESS, FLOURED, BAKED/FRIED, NS SKIN","Chicken, boneless, NS as to part, floured, baked or fried, light or dark meat, prepared with skin, NS as to skin/coating eaten"
24105010.00,"CHICKEN, BONELESS, FLOURED, BAKED/FRIED, W/ SKIN","Chicken, boneless, NS as to part, floured, baked or fried, light or dark meat, prepared with skin, skin/coating eaten"
24105020.00,"CHICKEN, BONELESS, FLOURED, BAKED/FRIED, W/O SKIN","Chicken, boneless, NS as to part, floured, baked or fried, light or dark meat, prepared with skin, skin/coating not eaten"
24106000.00,"CHICKEN, BONELESS, BREADED, BAKED/FRIED, NS SKIN","Chicken, boneless, NS as to part, breaded, baked or fried, light or dark meat, prepared with skin, NS as to skin/coating eaten"
24106010.00,"CHICKEN, BONELESS, BREADED, BAKED/FRIED, W/ SKIN","Chicken, boneless, NS as to part, breaded, baked or fried, light or dark meat, prepared with skin, skin/coating eaten"
24106040.00,"CHICKEN,BONELESS,BREADD,BAKD/FRIED,W/O SKIN,NS COAT","Chicken, boneless, NS as to part, breaded, baked or fried, light or dark meat, prepared skinless, NS as to coating eaten"
24106050.00,"CHICKEN,BONELESS,BREADD,BAKED/FRIED,W/O SKIN,W/COAT","Chicken, boneless, NS as to part, breaded, baked or fried, light or dark meat, prepared skinless, coating eaten"
24107000.00,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, NS SKIN EATEN","Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten"
24107010.00,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, SKIN EATEN","Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten"
24107020.00,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, SKIN NOT EATEN","Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating not eaten"
24107040.00,"CHICKEN, NS PART,COATED,BKD/FRD,PREP SKINLESS,NS COAT EATEN","Chicken, NS as to part, coated, baked or fried, prepared skinless, NS as to coating eaten"
24107050.00,"CHICKEN, NS PART,COATED,BKD/FRD,PREP SKINLESS,COATING EATEN","Chicken, NS as to part, coated, baked or fried, prepared skinless, coating eaten"
24107060.00,"CHICKEN, NS PART,COATED,BKD/FRD,PREP SKINLESS,COAT NOT EATEN","Chicken, NS as to part, coated, baked or fried, prepared skinless, coating not eaten"
24110000.00,"CHICKEN, W/ BONE, NFS","Chicken, with bone, NS as to part and cooking method, light or dark meat, NS as to skin eaten"
24111000.00,"CHICKEN, W/ BONE, BROILED, NS AS TO PART & SKIN","Chicken, with bone, NS as to part, broiled, light or dark meat, NS as to skin eaten"
24111010.00,"CHICKEN, W/ BONE, NS AS TO PART, BROILED, W/ SKIN","Chicken, with bone, NS as to part, broiled, light or dark meat, skin eaten"
24111020.00,"CHICKEN, W/ BONE, NS AS TO PART, BROILED, W/O SKIN","Chicken, with bone, NS as to part, broiled, light or dark meat, skin not eaten"
24112000.00,"CHICKEN, W/ BONE, ROASTED, NS AS TO PART & SKIN","Chicken, with bone, NS as to part, roasted, light or dark meat, NS as to skin eaten"
24112010.00,"CHICKEN, W/ BONE, NS AS TO PART, ROASTED, W/ SKIN","Chicken, with bone, NS as to part, roasted, light or dark meat, skin eaten"
24112020.00,"CHICKEN, W/ BONE, NS AS TO PART, ROASTED, W/O SKIN","Chicken, with bone, NS as to part, roasted, light or dark meat, skin not eaten"
24113000.00,"CHICKEN, W/ BONE, STEWED, NS AS TO PART & SKIN","Chicken, with bone, NS as to part, stewed, light or dark meat, NS as to skin eaten"
24113020.00,"CHICKEN, W/ BONE, NS AS TO PART, STEWED, W/O SKIN","Chicken, with bone, NS as to part, stewed, light or dark meat, skin not eaten"
24115000.00,"CHICKEN, W/ BONE, FLRD, BAKED/FRIED, NS PART & SKIN","Chicken, with bone, NS as to part, floured, baked or fried, light or dark meat, prepared with skin, NS as to skin/coating eaten"
24115020.00,"CHICKEN, W/BONE,NS PART,FLOURD,BAKD/FRIED, W/O SKIN","Chicken, with bone, NS as to part, floured, baked or fried, light or dark meat, prepared with skin, skin/coating not eaten"
24116010.00,"CHICKEN, W/BONE, NS PART,BREADED,BAKED/FRIED,W/SKIN","Chicken, with bone, NS as to part, breaded, baked or fried, light or dark meat, prepared with skin, skin/coating eaten"
24116020.00,"CHICKEN,W/BONE,NS PART,BREADED,BAKD/FRIED, W/O SKIN","Chicken, with bone, NS as to part, breaded, baked or fried, light or dark meat, prepared with skin, skin/coating not eaten"
24117000.00,"CHICKEN, W/ BONE, BATTERED, FRIED, NS PART, NS SKIN","Chicken, with bone, NS as to part, battered, fried, light or dark meat, prepared with skin, NS as to skin/coating eaten"
24117010.00,"CHICKEN, W/ BONE, NS PART, BATTERED, FRIED, W/ SKIN","Chicken, with bone, NS as to part, battered, fried, light or dark meat, prepared with skin, skin/coating eaten"
24120100.00,"CHICKEN, BREAST, NFS","Chicken, breast, NS as to cooking method, NS as to skin eaten"
24120110.00,"CHICKEN, BREAST, NS AS TO COOKING METHOD, W/SKIN","Chicken, breast, NS as to cooking method, skin eaten"
24120120.00,"CHICKEN, BREAST, NS AS TO COOKING METHOD, W/O SKIN","Chicken, breast, NS as to cooking method, skin not eaten"
24121100.00,"CHICKEN, BREAST, BROILED, NS AS TO SKIN","Chicken, breast, with or without bone, broiled, NS as to skin eaten"
24121110.00,"CHICKEN, BREAST, BROILED, W/SKIN","Chicken, breast, with or without bone, broiled, skin eaten"
24121120.00,"CHICKEN, BREAST, BROILED, W/O SKIN","Chicken, breast, with or without bone, broiled, skin not eaten"
24122100.00,"CHICKEN, BREAST, ROASTED/BROILED/BAKED, NS SKIN","Chicken, breast, roasted, broiled, or baked, NS as to skin eaten"
24122110.00,"CHICKEN, BREAST, ROASTED/BROILED/BAKED, W/ SKIN","Chicken, breast, roasted, broiled, or baked, skin eaten"
24122120.00,"CHICKEN, BREAST, ROASTED/BROILED/BAKED, W/O SKIN","Chicken, breast, roasted, broiled, or baked, skin not eaten"
24123100.00,"CHICKEN, BREAST, STEWED, NS AS TO SKIN","Chicken, breast, stewed, NS as to skin eaten"
24123110.00,"CHICKEN, BREAST, STEWED, W/ SKIN","Chicken, breast, stewed, skin eaten"
24123120.00,"CHICKEN, BREAST, STEWED, W/O SKIN","Chicken, breast, stewed, skin not eaten"
24124100.00,"CHICKEN, BREAST, FRIED, NO COATING, NS AS TO SKIN","Chicken, breast, fried, no coating, NS as to skin eaten"
24124110.00,"CHICKEN, BREAST, FRIED, NO COATING, W/ SKIN","Chicken, breast, fried, no coating, skin eaten"
24124120.00,"CHICKEN, BREAST, FRIED, NO COATING, W/O SKIN","Chicken, breast, fried, no coating, skin not eaten"
24125100.00,"CHICKEN, BREAST, FLOURED,BAKED/FRIED, NS AS TO SKIN","Chicken, breast, with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating eaten"
24125110.00,"CHICKEN, BREAST, FLOURED, BAKED/FRIED, W/ SKIN","Chicken, breast, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24125120.00,"CHICKEN, BREAST, FLOURED, BAKED/FRIED, W/O SKIN","Chicken, breast, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24125140.00,"CHICKEN,BREAST,FLOURED,BAKED/FRIED,W/O SKIN,NS COAT","Chicken, breast, with or without bone, floured, baked or fried, prepared skinless, NS as to coating eaten"
24126100.00,"CHICKEN, BREAST, BREADED,BAKED/FRIED, NS AS TO SKIN","Chicken, breast, with or without bone, breaded, baked or fried, prepared with skin, NS as to skin/coating eaten"
24126110.00,"CHICKEN, BREAST, BREADED, BAKED/FRIED, W/ SKIN","Chicken, breast, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24126120.00,"CHICKEN, BREAST, BREADED, BAKED/FRIED, W/O SKIN","Chicken, breast, with or without bone, breaded, baked or fried, prepared with skin, skin/coating not eaten"
24126150.00,"CHICKEN,BREAST,BREADED,BAKED/FRIED, SKINLESS,W/COAT","Chicken, breast, with or without bone, breaded, baked or fried, prepared skinless, coating eaten"
24126160.00,"CHICKEN,BREAST,BREADED,BAKED/FRIED,W/O SKIN,NO COAT","Chicken breast, with or without bone, breaded, baked or fried, prepared skinless, coating not eaten"
24127100.00,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN,NS SKIN EATEN","Chicken, breast, coated, baked or fried, prepared with skin, NS as to skin/coating eaten"
24127110.00,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN, SKIN EATEN","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten"
24127120.00,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN, SKIN NOT EATEN","Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten"
24127140.00,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN","Chicken, breast, coated, baked or fried, prepared skinless, NS as to coating eaten"
24127150.00,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,COAT EATEN","Chicken, breast, coated, baked or fried, prepared skinless, coating eaten"
24127160.00,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,COAT NOT EATEN","Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten"
24130200.00,"CHICKEN, LEG, NFS","Chicken, leg (drumstick and thigh), NS as to cooking method, NS as to skin eaten"
24130210.00,"CHICKEN, LEG, NS AS TO COOKING METHOD, W/ SKIN","Chicken, leg (drumstick and thigh), NS as to cooking method, skin eaten"
24130220.00,"CHICKEN, LEG, NS AS TO COOKING METHOD, W/O SKIN","Chicken, leg (drumstick and thigh), NS as to cooking method, skin not eaten"
24131200.00,"CHICKEN, LEG, BROILED, NS AS TO SKIN","Chicken, leg (drumstick and thigh), with or without bone, broiled, NS as to skin eaten"
24131210.00,"CHICKEN, LEG, BROILED, W/ SKIN","Chicken, leg (drumstick and thigh), with or without bone, broiled, skin eaten"
24131220.00,"CHICKEN, LEG, BROILED, W/O SKIN","Chicken, leg (drumstick and thigh), with or without bone, broiled, skin not eaten"
24132200.00,"CHICKEN, LEG, ROASTED/BROILED/BAKED, NS SKIN","Chicken, leg (drumstick and thigh), roasted, broiled, or baked, NS as to skin eaten"
24132210.00,"CHICKEN, LEG, ROASTED/BROILED/BAKED, W/ SKIN","Chicken, leg (drumstick and thigh), roasted, broiled, or baked, skin eaten"
24132220.00,"CHICKEN, LEG, ROASTED/BROILED/BAKED, W/O SKIN","Chicken, leg (drumstick and thigh), roasted, broiled, or baked, skin not eaten"
24133200.00,"CHICKEN, LEG, STEWED, NS AS TO SKIN","Chicken, leg (drumstick and thigh), stewed, NS as to skin eaten"
24133210.00,"CHICKEN, LEG, STEWED, W/ SKIN","Chicken, leg (drumstick and thigh), stewed, skin eaten"
24133220.00,"CHICKEN, LEG, STEWED, W/O SKIN","Chicken, leg (drumstick and thigh), stewed, skin not eaten"
24134200.00,"CHICKEN, LEG, FRIED, NO COATING, NS AS TO SKIN","Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten"
24134210.00,"CHICKEN, LEG, FRIED, NO COATING, W/ SKIN","Chicken, leg (drumstick and thigh), fried, no coating, skin eaten"
24134220.00,"CHICKEN, LEG, FRIED, NO COATING, W/O SKIN","Chicken, leg (drumstick and thigh), fried, no coating, skin not eaten"
24135200.00,"CHICKEN, LEG, FLOURED, BAKED/FRIED, NS AS TO SKIN","Chicken, leg (drumstick and thigh), with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating eaten"
24135210.00,"CHICKEN, LEG, FLOURED, BAKED/FRIED, W/ SKIN","Chicken, leg (drumstick and thigh), with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24135220.00,"CHICKEN, LEG, FLOURED, BAKED/FRIED, W/O SKIN","Chicken, leg (drumstick and thigh), with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24136200.00,"CHICKEN, LEG, BREADED, BAKED/FRIED, NS AS TO SKIN","Chicken, leg (drumstick and thigh), with or without bone, breaded, baked or fried, prepared with skin, NS as to skin/coating eaten"
24136210.00,"CHICKEN, LEG, BREADED, BAKED/FRIED, W/ SKIN","Chicken, leg (drumstick and thigh), with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24136220.00,"CHICKEN, LEG, BREADED, BAKED/FRIED, W/O SKIN","Chicken, leg (drumstick and thigh), with or without bone, breaded, baked or fried, prepared with skin, skin/coating not eaten"
24137200.00,"CHICKEN,LEG,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EATEN","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, NS as to skin/coating eaten"
24137210.00,"CHICKEN, LEG,COATED,BKD/FRD,PPD W/ SKIN, SKIN EATEN","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating eaten"
24137220.00,"CHICKEN, LEG,COATED,BKD/FRD,PPD W/ SKIN, SKIN NOT EATEN","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating not eaten"
24137240.00,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, NS as to coating eaten"
24137250.00,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,COAT EATEN","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating eaten"
24137260.00,"CHICKEN,LEG,COATED,BKD/FRD,PPD SKINLESS,COAT NOT EATEN","Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating not eaten"
24140200.00,"CHICKEN, DRUMSTICK, NFS","Chicken, drumstick, NS as to cooking method, NS as to skin eaten"
24140210.00,"CHICKEN, DRUMSTICK, NS AS TO COOKING METHOD,W/ SKIN","Chicken, drumstick, NS as to cooking method, skin eaten"
24140220.00,"CHICKEN, DRUMSTICK, NS COOKING METHOD, W/O SKIN","Chicken, drumstick, NS as to cooking method, skin not eaten"
24141200.00,"CHICKEN, DRUMSTICK, BROILED, NS AS TO SKIN","Chicken, drumstick, with or without bone, broiled, NS as to skin eaten"
24141210.00,"CHICKEN, DRUMSTICK, BROILED, W/ SKIN","Chicken, drumstick, with or without bone, broiled, skin eaten"
24141220.00,"CHICKEN, DRUMSTICK, BROILED, W/O SKIN","Chicken, drumstick, with or without bone, broiled, skin not eaten"
24142200.00,"CHICKEN, DRUMSTICK, ROASTED/BROILED/BAKED, NS SKIN","Chicken, drumstick, roasted, broiled, or baked, NS as to skin eaten"
24142210.00,"CHICKEN, DRUMSTICK, ROASTED/BROILED/BAKED, W/ SKIN","Chicken, drumstick, roasted, broiled, or baked, skin eaten"
24142220.00,"CHICKEN, DRUMSTICK, ROASTED/BROILED/BAKED, W/O SKIN","Chicken, drumstick, roasted, broiled, or baked, skin not eaten"
24143200.00,"CHICKEN, DRUMSTICK, STEWED, NS AS TO SKIN","Chicken, drumstick, stewed, NS as to skin eaten"
24143210.00,"CHICKEN, DRUMSTICK, STEWED, W/ SKIN","Chicken, drumstick, stewed, skin eaten"
24143220.00,"CHICKEN, DRUMSTICK, STEWED, W/O SKIN","Chicken, drumstick, stewed, skin not eaten"
24144200.00,"CHICKEN, DRUMSTICK, FRIED, NO COATING,NS AS TO SKIN","Chicken, drumstick, fried, no coating, NS as to skin eaten"
24144210.00,"CHICKEN, DRUMSTICK, FRIED, NO COATING, W/ SKIN","Chicken, drumstick, fried, no coating, skin eaten"
24144220.00,"CHICKEN, DRUMSTICK, FRIED, NO COATING, W/O SKIN","Chicken, drumstick, fried, no coating, skin not eaten"
24145200.00,"CHICKEN, DRUMSTICK,FLOURED,BAKD/FRIED,NS AS TO SKIN","Chicken, drumstick, with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating eaten"
24145210.00,"CHICKEN, DRUMSTICK, FLOURED, BAKED/FRIED, W/ SKIN","Chicken, drumstick, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24145220.00,"CHICKEN, DRUMSTICK, FLOURED, BAKED/FRIED, W/O SKIN","Chicken, drumstick, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24145250.00,"CHICKEN,DRUMSTICK,FLOURD,BAKD/FRID,W/O SKIN,W/ COAT","Chicken, drumstick, with or without bone, floured, baked or fried, prepared skinless, coating eaten"
24146200.00,"CHICKEN, DRUMSTICK, BREADED, BAKED/FRIED, NS SKIN","Chicken, drumstick, with or without bone, breaded, baked or fried, prepared with skin, NS as to skin/coating eaten"
24146210.00,"CHICKEN, DRUMSTICK, BREADED, BAKED/FRIED, W/ SKIN","Chicken, drumstick, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24146220.00,"CHICKEN, DRUMSTICK, BREADED, BAKED/FRIED, W/O SKIN","Chicken, drumstick, with or without bone, breaded, baked or fried, prepared with skin, skin/coating not eaten"
24146250.00,"CHICKEN,DRUMSTICK,BREADED,BAKD/FRID,SKINLESS,W/COAT","Chicken, drumstick, with or without bone, breaded, baked or fried, prepared skinless, coating eaten"
24146260.00,"CHICKEN,DRUMSTICK,BREADD,BAKD/FRID,W/O SKIN,NO COAT","Chicken, drumstick, with or without bone, breaded, baked or fried, prepared skinless, coating not eaten"
24147200.00,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EAT","Chicken, drumstick, coated, baked or fried, prepared with skin, NS as to skin/coating eaten"
24147210.00,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN, SKIN EAT","Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten"
24147220.00,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EAT","Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten"
24147240.00,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS,NS COAT EAT","Chicken, drumstick, coated, baked or fried, prepared skinless, NS as to coating eaten"
24147250.00,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS, COAT EAT","Chicken, drumstick, coated, baked or fried, prepared skinless, coating eaten"
24147260.00,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS, COAT NOT EAT","Chicken, drumstick, coated, baked or fried, prepared skinless, coating not eaten"
24150200.00,"CHICKEN, THIGH, NFS","Chicken, thigh, NS as to cooking method, NS as to skin eaten"
24150210.00,"CHICKEN, THIGH, NS AS TO COOKING METHOD, W/ SKIN","Chicken, thigh, NS as to cooking method, skin eaten"
24150220.00,"CHICKEN, THIGH, NS AS TO COOKING METHOD, W/O SKIN","Chicken, thigh, NS as to cooking method, skin not eaten"
24151200.00,"CHICKEN, THIGH, BROILED, NS AS TO SKIN","Chicken, thigh, with or without bone, broiled, NS as to skin eaten"
24151210.00,"CHICKEN, THIGH, BROILED, W/ SKIN","Chicken, thigh, with or without bone, broiled, skin eaten"
24151220.00,"CHICKEN, THIGH, BROILED, W/O SKIN","Chicken, thigh, with or without bone, broiled, skin not eaten"
24152200.00,"CHICKEN, THIGH, ROASTED/BROILED/BAKED,  NS SKIN","Chicken, thigh, roasted, broiled, or baked,  NS as to skin eaten"
24152210.00,"CHICKEN, THIGH, ROASTED/BROILED/BAKED, W/ SKIN","Chicken, thigh, roasted, broiled, or baked, skin eaten"
24152220.00,"CHICKEN, THIGH, ROASTED/BROILED/BAKED, W/O SKIN","Chicken, thigh, roasted, broiled, or baked, skin not eaten"
24153200.00,"CHICKEN, THIGH, STEWED, NS AS TO SKIN","Chicken, thigh, stewed, NS as to skin eaten"
24153210.00,"CHICKEN, THIGH, STEWED, W/ SKIN","Chicken, thigh, stewed, skin eaten"
24153220.00,"CHICKEN, THIGH, STEWED, W/O SKIN","Chicken, thigh, stewed, skin not eaten"
24154200.00,"CHICKEN, THIGH, FRIED, NO COATING, NS AS TO SKIN","Chicken, thigh, fried, no coating, NS as to skin eaten"
24154210.00,"CHICKEN, THIGH, FRIED, NO COATING, W/ SKIN","Chicken, thigh, fried, no coating, skin eaten"
24154220.00,"CHICKEN, THIGH, FRIED, NO COATING, W/O SKIN","Chicken, thigh, fried, no coating, skin not eaten"
24155200.00,"CHICKEN, THIGH, FLOURED, BAKED/FRIED, NS AS TO SKIN","Chicken, thigh, with or without bone, floured, baked or fried, prepared with skin, NS as to skin/coating eaten"
24155210.00,"CHICKEN, THIGH, FLOURED, BAKED/FRIED, W/ SKIN","Chicken, thigh, with or without bone, floured, baked or fried, prepared with skin, skin/coating eaten"
24155220.00,"CHICKEN, THIGH, FLOURED, BAKED/FRIED, W/O SKIN","Chicken, thigh, with or without bone, floured, baked or fried, prepared with skin, skin/coating not eaten"
24156200.00,"CHICKEN, THIGH, BREADED, BAKED/FRIED, NS AS TO SKIN","Chicken, thigh, with or without bone, breaded, baked or fried, prepared with skin, NS as to skin/coating eaten"
24156210.00,"CHICKEN, THIGH, BREADED, BAKED/FRIED, W/ SKIN","Chicken, thigh, with or without bone, breaded, baked or fried, prepared with skin, skin/coating eaten"
24156220.00,"CHICKEN, THIGH, BREADED, BAKED/FRIED, W/O SKIN","Chicken, thigh, with or without bone, breaded, baked or fried, prepared with skin, skin/coating not eaten"
24156250.00,"CHICKEN,THIGH,BREADED,BAKD/FRIED,SKINLESS,W/COATING","Chicken, thigh, with or without bone, breaded, baked or fried, prepared skinless, coating eaten"
